geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"San Angelo, TX","place",16000US4864472,42385,42855,44802,45481,97300,99000,105000,112800
"San Antonio, TX","place",16000US4865000,45722,46317,46744,48183,113800,114600,117000,121100
"San Augustine, TX","place",16000US4865024,22476,25072,26144,25884,62100,68800,80200,59600
"San Benito, TX","place",16000US4865036,28713,27880,26158,26736,58800,58700,59100,54400
"San Carlos, TX","place",16000US4865048,25643,25648,25471,21543,44600,45300,58800,39500
"San Carlos I, TX","place",16000US4865049,25592,25583,,,34000,34300,85500,85900
"San Carlos II, TX","place",16000US4865050,,,,,,,,
"Sanctuary, TX","place",16000US4865066,54643,57361,59792,57750,135400,126000,126000,114600
"Sanderson, TX","place",16000US4865084,39271,41250,31458,24018,54000,51300,63300,63100
"Sandia, TX","place",16000US4865168,52159,51814,,,34800,33500,30900,
"San Diego, TX","place",16000US4865180,32965,24260,24273,22807,48900,46100,47000,34900
"Sandoval, TX","place",16000US4865210,,,,,,,,
"Sand Springs, TX","place",16000US4865240,37500,48750,50438,52000,58600,72900,79000,85700
"Sandy Hollow-Escondidas, TX","place",16000US4865342,50742,53320,54964,88403,80600,59000,101300,114200
,,16000US4865344,,,,50367,,,,72500
"Sandy Point, TX","place",16000US4865345,58125,61923,102321,73125,162500,154800,165200,137500
"San Elizario, TX","place",16000US4865360,25034,22574,22565,24970,58700,59100,62500,60600
"San Felipe, TX","place",16000US4865372,50417,30673,30804,32917,107600,105800,112500,138900
"San Fernando, TX","place",16000US4865378,,,2499,2499,,,,
"Sanford, TX","place",16000US4865384,32917,30625,31250,50000,24600,25600,27100,27100
"Sanger, TX","place",16000US4865408,50288,53862,54103,57464,106200,101000,106700,108100
"San Isidro, TX","place",16000US4865432,40694,41458,43125,43250,28500,28000,30100,25000
"San Juan, TX","place",16000US4865516,33893,34518,33888,34887,81800,78300,81200,84800
"San Juan, Starr County, TX","place",16000US4865532,18854,18681,18942,18625,,,,65000
"San Leanna, TX","place",16000US4865552,82361,80278,95139,105938,223500,217700,223200,244400
"San Leon, TX","place",16000US4865564,49328,50493,48298,42071,101300,108800,105400,98700
"San Marcos, TX","place",16000US4865600,27443,27261,28923,30985,121500,134800,137300,151700
"San Patricio, TX","place",16000US4865612,59896,71500,70500,78500,110300,120500,107200,102200
"San Pedro, TX","place",16000US4865620,16188,40313,46250,46083,51500,56200,,
"San Perlita, TX","place",16000US4865636,21250,28750,34375,34500,37200,35000,35500,34900
"San Saba, TX","place",16000US4865648,30750,34135,29878,27400,65500,66100,68700,68600
"Sansom Park, TX","place",16000US4865660,35046,38368,38109,36211,65400,65800,62600,66200
"Santa Anna, TX","place",16000US4865672,24205,25938,27396,30688,42100,31600,35500,46600
"Santa Anna, Starr County, TX","place",16000US4865678,,,,,,,,
"Santa Clara, TX","place",16000US4865690,77396,81875,81518,82188,165900,171800,178000,180800
"Santa Cruz, TX","place",16000US4865708,,55156,,,,39700,51700,
"Santa Fe, TX","place",16000US4865726,62394,61552,61674,61842,140500,145000,151000,156200
"Santa Maria, TX","place",16000US4865744,27206,28438,28182,31029,34400,31700,33500,36800
"Santa Monica, TX","place",16000US4865756,4879,25000,,,32100,30000,31800,33200
"Santa Rosa, TX","place",16000US4865768,19423,20500,19946,22173,52000,50900,47300,43900
"Santa Rosa, Starr County, TX","place",16000US4865774,15625,16250,23049,23059,49200,55000,45600,45000
"Santel, TX","place",16000US4865777,,,,,,,,
"San Ygnacio, TX","place",16000US4865792,29000,31813,31522,53281,57500,51800,51800,
"Sarita, TX","place",16000US4865876,36389,36146,36375,23750,154200,59200,,
"Savannah, TX","place",16000US4866000,86513,97969,101379,108516,165000,170500,173300,191700
"Savoy, TX","place",16000US4866008,30515,38125,37292,38500,66900,63600,62900,65500
"Scenic Oaks, TX","place",16000US4866089,129930,136968,145667,131969,316800,332400,333400,340700
"Schertz, TX","place",16000US4866128,71380,72463,74509,77139,164500,168300,170700,179000
"Schulenburg, TX","place",16000US4866188,34213,35200,34781,37298,85100,88300,86400,91100
"Scissors, TX","place",16000US4866248,30065,20734,22886,21509,57800,50600,57700,60900
"Scotland, TX","place",16000US4866284,50357,63000,60208,60000,79500,85800,88100,87500
"Scottsville, TX","place",16000US4866332,41667,43333,39167,52292,118800,118800,110900,125000
"Scurry, TX","place",16000US4866368,51786,58929,65625,67361,141300,150000,123400,146100
"Seabrook, TX","place",16000US4866392,75107,79308,82047,84764,209100,194800,199300,199800
"Seadrift, TX","place",16000US4866416,46875,42393,34336,35139,72200,79000,91900,108300
"Seagoville, TX","place",16000US4866428,42700,43713,43641,46064,84800,84000,81700,83700
"Seagraves, TX","place",16000US4866440,48173,43924,48750,44613,51100,58500,59000,53500
"Sealy, TX","place",16000US4866464,48497,44042,42926,45411,104100,134600,141300,141500
"Sebastian, TX","place",16000US4866512,14565,17204,16830,19018,35300,41700,41700,39400
"Seco Mines, TX","place",16000US4866536,37026,14482,12887,,55500,73600,79600,75100
"Seguin, TX","place",16000US4866644,38526,36755,38139,38714,95000,101200,101100,110600
"Selma, TX","place",16000US4866704,76915,75949,74753,78157,165000,166000,160600,164800
"Seminole, TX","place",16000US4866764,50911,51324,54063,51613,92100,92400,92000,94400
"Serenada, TX","place",16000US4866806,93704,96490,91042,81250,231800,238600,248800,262600
"Seth Ward, TX","place",16000US4866848,31016,26458,30165,31827,31800,24700,32600,36300
"Seven Oaks, TX","place",16000US4866884,26250,39583,55625,54167,41700,55000,64000,60700
"Seven Points, TX","place",16000US4866908,27222,27019,35764,35577,49100,44200,46900,45800
"Seymour, TX","place",16000US4866968,33542,31042,32346,32301,65800,70400,68700,66700
"Shadybrook, TX","place",16000US4867010,40089,41603,41171,31869,60000,63500,51300,99800
"Shady Hollow, TX","place",16000US4867082,103289,105613,105244,113661,277100,285100,293700,317100
"Shady Shores, TX","place",16000US4867100,110647,111389,96761,101477,271500,276100,278500,285000
"Shallowater, TX","place",16000US4867136,53110,56908,60938,70531,105200,113500,111100,123900
"Shamrock, TX","place",16000US4867160,40222,42021,41610,42404,54700,57500,63700,77300
"Shavano Park, TX","place",16000US4867268,165000,151779,175750,161964,540900,570700,568700,594900
"Sheldon, TX","place",16000US4867376,35069,39116,38138,38191,69600,57300,55900,59800
"Shenandoah, TX","place",16000US4867400,63750,74750,67750,72024,167100,178600,188900,220600
"Shepherd, TX","place",16000US4867424,29840,36058,32763,31964,74000,75300,68300,67000
"Sherman, TX","place",16000US4867496,41296,42820,42923,43557,98100,96200,100700,102100
"Sherwood Shores, TX","place",16000US4867554,29881,29728,31364,41181,62400,67500,67400,70500
"Shiner, TX","place",16000US4867640,44421,44732,46739,46955,81100,87600,95100,103000
"Shoreacres, TX","place",16000US4867688,102917,103352,107639,103816,157500,166800,169400,173100
"Sienna Plantation, TX","place",16000US4867766,128913,130300,132794,138684,264700,272100,292000,311900
"Sierra Blanca, TX","place",16000US4867772,22768,24327,45278,41875,38400,38500,44600,47900
"Siesta Acres, TX","place",16000US4867775,21071,28403,30471,33227,68000,68500,70300,75400
"Siesta Shores, TX","place",16000US4867778,38806,28807,22428,21496,54500,52700,45000,
"Silsbee, TX","place",16000US4867832,43948,35313,33550,34669,91400,92400,90800,91800
"Silverton, TX","place",16000US4867904,32917,32667,36458,37404,39200,45100,43900,46500
"Simonton, TX","place",16000US4867964,75156,69500,65833,78611,238500,259700,224100,234500
"Sinton, TX","place",16000US4868036,38451,39268,45313,52161,72400,71300,68300,70100
"Skellytown, TX","place",16000US4868120,39063,46667,54688,59375,33900,33000,37700,39400
"Skidmore, TX","place",16000US4868132,53179,42548,35060,37448,68600,65000,65900,68100
"Slaton, TX","place",16000US4868180,37711,37756,39167,40328,56200,52200,57300,56200
"Smiley, TX","place",16000US4868300,25357,32159,36875,42344,59000,58500,58800,60000
"Smithville, TX","place",16000US4868456,40000,35887,39330,40964,107300,102100,114700,122900
"Smyer, TX","place",16000US4868504,43824,43333,47500,48125,65800,62700,65700,59400
"Snook, TX","place",16000US4868576,36250,39531,50208,54643,93700,94000,93600,95000
"Snyder, TX","place",16000US4868624,44105,46250,51352,50325,79900,84300,83600,87500
"Socorro, TX","place",16000US4868636,31075,30416,30789,32185,79500,83000,83200,85300
"Solis, TX","place",16000US4868678,18661,26806,48429,49408,37200,38200,39000,45000
"Somerset, TX","place",16000US4868708,47829,46406,45568,40515,78400,88100,90100,89800
"Somerville, TX","place",16000US4868720,40313,40673,40375,43125,75500,78000,75700,73300
"Sonora, TX","place",16000US4868756,53167,47201,52688,57857,76100,74500,80600,87300
"Sour Lake, TX","place",16000US4868828,36094,41450,50030,49079,74000,75600,74800,78600
"South Alamo, TX","place",16000US4868846,28594,21573,19375,23750,38000,37600,37600,46300
"South Fork Estates, TX","place",16000US4868966,,,36583,,,,190800,
"South Houston, TX","place",16000US4869020,35478,37483,41309,42016,77900,78200,82600,83400
"Southlake, TX","place",16000US4869032,172951,170742,183125,189432,514900,530300,556700,586400
"South La Paloma, TX","place",16000US4869072,19821,29132,28523,36845,74400,85400,85000,
"Southmayd, TX","place",16000US4869104,47656,44583,48417,49861,55600,55700,55700,56600
"South Mountain, TX","place",16000US4869120,66250,70000,58333,61023,80000,79700,87900,88200
"South Padre Island, TX","place",16000US4869140,45193,41714,39301,42825,273900,271100,262800,254000
"South Point, TX","place",16000US4869194,58281,67031,44286,43821,57900,61100,56000,55700
"Southside Place, TX","place",16000US4869272,145833,141250,152292,153250,1000000,1000000,1096600,1156000
"South Toledo Bend, TX","place",16000US4869326,45880,45625,52500,48500,149400,175400,175300,186100
"Spade, TX","place",16000US4869380,97321,97639,42708,45179,,50500,16300,16800
"Sparks, TX","place",16000US4869432,23952,22476,20323,19495,39300,52200,52800,48400
"Spearman, TX","place",16000US4869476,47654,47679,43466,41300,64700,72600,75700,80600
"Splendora, TX","place",16000US4869548,40000,35865,37431,40673,62100,61100,64500,81600
"Spofford, TX","place",16000US4869560,24375,31250,33750,35625,22500,27500,45000,75000
"Spring, TX","place",16000US4869596,67469,67252,66484,66815,110600,112500,115000,120800
"Spring Gardens, TX","place",16000US4869708,50417,37604,39485,60577,48300,52000,56200,52000
"Springlake, TX","place",16000US4869764,31563,29375,35000,50000,33600,23200,24500,42500
"Springtown, TX","place",16000US4869800,59432,52500,47826,48478,111300,118800,123000,121800
"Spring Valley Village, TX","place",16000US4869830,153750,171026,175375,173966,517500,555800,609600,641300
"Spur, TX","place",16000US4869848,29423,31750,29875,37143,36400,41700,45600,46100
"Stafford, TX","place",16000US4869908,58682,58519,60423,59402,148600,152500,153500,164400
"Stagecoach, TX","place",16000US4869932,75208,73750,83750,98750,196500,186400,201600,241400
"Stamford, TX","place",16000US4869980,36862,35058,37685,43125,40600,43200,50300,43600
"Stanton, TX","place",16000US4870040,42281,48289,52396,61071,59200,58000,90600,94500
"Staples, TX","place",16000US4870052,43529,46061,42857,46563,114100,114600,120400,117300
"Star Harbor, TX","place",16000US4870076,52500,67273,70179,67500,185700,192800,169600,173900
"Stephenville, TX","place",16000US4870208,34703,35015,37825,39229,107000,104500,115500,117900
"Sterling City, TX","place",16000US4870232,51591,50192,53015,46875,56100,57500,70000,89400
"Stinnett, TX","place",16000US4870340,51685,47857,46490,42917,61800,61800,52100,53300
"Stockdale, TX","place",16000US4870376,40953,39722,41667,42143,101300,89300,95000,95000
"Stonewall, TX","place",16000US4870460,56117,29038,,,99000,102800,158900,166400
"Stowell, TX","place",16000US4870520,63096,56128,51287,42014,116400,102100,106700,88000
"Stratford, TX","place",16000US4870544,42471,43804,48889,52056,69900,72600,71400,79600
"Strawn, TX","place",16000US4870580,40000,37143,29353,35909,60000,56100,47700,61700
"Streetman, TX","place",16000US4870604,39375,39375,56250,36250,51300,60700,65000,58900
"Study Butte, TX","place",16000US4870688,30250,30000,31319,30000,56700,53800,,26900
"Sudan, TX","place",16000US4870772,36958,40119,40972,41250,40300,48100,53100,55100
"Sugar Land, TX","place",16000US4870808,104702,105400,104939,108504,258000,263700,267700,283400
"Sullivan City, TX","place",16000US4870868,25000,26231,26688,26148,54800,60700,62200,63600
"Sulphur Springs, TX","place",16000US4870904,39153,39936,38000,37335,88500,86700,85500,87100
"Sundown, TX","place",16000US4871060,49000,53594,52841,51250,56600,65400,64500,72200
"Sunnyvale, TX","place",16000US4871156,90640,100517,124911,126250,289600,305100,304000,311400
"Sunray, TX","place",16000US4871180,53333,49630,49716,50286,74500,76500,78000,80500
"Sunrise Beach Village, TX","place",16000US4871228,61411,61944,60852,60875,323700,345600,359500,366700
"Sunset, TX","place",16000US4871264,49648,50500,49360,52071,70400,71700,71200,
"Sunset, Starr County, TX","place",16000US4871274,,,,,,,,
"Sunset Acres, TX","place",16000US4871289,,,,,,,,
"Sunset Valley, TX","place",16000US4871324,127813,130982,131058,134792,406700,411700,456600,503800
"Sun Valley, TX","place",16000US4871356,101250,51458,,50500,252200,23100,,9999
"Surfside Beach, TX","place",16000US4871384,42692,48125,57059,58500,152100,160900,164100,177200
"Sweeny, TX","place",16000US4871492,52578,45400,46989,44825,82600,82300,84300,88600
"Sweetwater, TX","place",16000US4871540,33509,34013,32259,33687,43000,44900,48200,53700
"Taft, TX","place",16000US4871684,36354,35441,39333,37550,68900,68700,69300,69500
"Taft Southwest, TX","place",16000US4871696,34911,30729,33352,21250,29700,37600,42800,42100
"Tahoka, TX","place",16000US4871708,44886,44130,39313,40298,59500,62600,67300,66900
"Talco, TX","place",16000US4871732,33068,31250,22321,30000,29300,36000,40000,32900
"Talty, TX","place",16000US4871756,102440,103767,104014,112841,261900,260000,265600,272100
"Tanquecitos South Acres, TX","place",16000US4871820,9808,21528,,97794,,47500,,112500
"Tanquecitos South Acres II, TX","place",16000US4871824,,,,,,,,
"Tatum, TX","place",16000US4871924,34375,32941,33250,35000,65600,81400,86200,125600
"Taylor, TX","place",16000US4871948,44158,46568,42793,44681,106100,112000,116600,117300
"Taylor Lake Village, TX","place",16000US4871960,137381,129479,131250,126250,197700,200300,207800,214700
"Taylor Landing, TX","place",16000US4871966,81250,90938,65625,68750,229200,222300,217600,205000
"Teague, TX","place",16000US4872020,46263,46526,45484,44063,66900,69400,67700,75400
"Tehuacana, TX","place",16000US4872080,36964,46875,47083,42125,64400,70200,70000,75000
"Temple, TX","place",16000US4872176,48581,47962,47475,48860,114900,117900,122000,126100
"Tenaha, TX","place",16000US4872188,22500,23827,23833,24048,49700,58100,65400,71300
"Terlingua, TX","place",16000US4872248,39219,89583,103063,72188,65000,67400,,
"Terrell, TX","place",16000US4872284,40036,41154,38055,40815,90300,90400,92700,92400
"Terrell Hills, TX","place",16000US4872296,137361,127589,148080,180128,493500,469300,494800,635100
"Texarkana, TX","place",16000US4872368,38887,38810,39113,39026,95900,100000,106400,115300
"Texas City, TX","place",16000US4872392,45935,44659,43702,41952,96800,95300,95700,98000
"Texhoma, TX","place",16000US4872464,51375,47344,54750,55417,75900,57800,62500,73500
"Texline, TX","place",16000US4872476,40000,53942,55375,54063,29400,38900,43000,53000
"The Colony, TX","place",16000US4872530,72263,71425,71488,73830,142400,144500,149200,159400
"The Hills, TX","place",16000US4872578,130000,142125,125357,136500,460100,465200,469300,488200
"The Woodlands, TX","place",16000US4872656,106286,108635,109917,109605,278000,296700,311300,329800
"Thompsons, TX","place",16000US4872740,47500,38889,,48333,262500,175000,208300,181300
"Thompsonville, TX","place",16000US4872758,,,,,,,,
"Thorndale, TX","place",16000US4872776,40313,43214,46875,45625,70500,68600,82300,84300
"Thornton, TX","place",16000US4872788,45250,39531,37321,34531,62200,65600,61700,54800
"Thorntonville, TX","place",16000US4872800,50000,52750,56250,59063,43300,57500,61000,66000
"Thrall, TX","place",16000US4872824,50000,52188,37917,38571,86000,89500,96700,93300
"Three Rivers, TX","place",16000US4872872,41125,40655,42390,42679,64800,70100,71900,77200
"Throckmorton, TX","place",16000US4872896,34375,33839,33077,33125,53100,54200,56900,61700
"Thunderbird Bay, TX","place",16000US4872902,49750,47250,34185,36750,75000,77800,76000,77800
"Tierra Bonita, TX","place",16000US4872948,,16350,16202,16078,,,,
"Tierra Dorada, TX","place",16000US4872950,,,,,,,,
"Tierra Grande, TX","place",16000US4872952,46250,212857,212542,55833,,,,
"Tierra Verde, TX","place",16000US4872954,24453,31012,71118,66758,75000,89000,75600,67400
"Tiki Island, TX","place",16000US4872989,114688,115972,127167,119643,366400,376100,392600,404800
"Tilden, TX","place",16000US4872992,38750,55536,55250,59659,50000,53600,63800,63800
"Timbercreek Canyon, TX","place",16000US4873030,86250,95208,88542,88000,236700,239300,248600,260000
"Timberwood Park, TX","place",16000US4873057,107514,110725,111721,110440,271700,277600,283500,294000
"Timpson, TX","place",16000US4873076,26480,26250,22396,28125,69300,51500,59600,56500
"Tioga, TX","place",16000US4873112,44886,49097,59286,51466,97900,106300,106300,102500
"Tira, TX","place",16000US4873124,46250,48750,51667,39167,89300,88800,80000,85900
"Tivoli, TX","place",16000US4873148,34821,32083,34500,41053,50900,46400,59600,67000
"Toco, TX","place",16000US4873196,25833,26750,,,44200,61100,64600,65000
"Todd Mission, TX","place",16000US4873224,53750,41429,34167,36250,137500,114300,100000,98300
"Tolar, TX","place",16000US4873268,74375,68214,62500,53828,118000,115200,115200,112500
"Tomball, TX","place",16000US4873316,41644,42070,44086,49531,157100,156500,173000,178100
"Tom Bean, TX","place",16000US4873328,50268,53482,44286,49107,85900,88500,101000,102500
"Tool, TX","place",16000US4873352,37708,40673,40200,41228,84700,88300,82400,92000
"Tornillo, TX","place",16000US4873376,26300,26694,27404,27500,52500,51100,45300,44800
"Toyah, TX","place",16000US4873496,14583,13594,,,18800,27000,27500,
"Tradewinds, TX","place",16000US4873526,38472,55000,,,107800,43800,68300,68100
"Travis Ranch, TX","place",16000US4873562,89602,94213,94593,95392,162000,163700,163600,169700
"Trent, TX","place",16000US4873580,36458,37083,39861,39000,55800,60200,61900,60200
"Trenton, TX","place",16000US4873592,41058,43750,33611,42500,102900,87600,77100,75800
"Trinidad, TX","place",16000US4873652,29000,37083,35729,29293,54300,57200,55500,53100
"Trinity, TX","place",16000US4873664,36146,33224,22331,22346,63900,62400,59200,55300
"Trophy Club, TX","place",16000US4873710,124593,127391,128750,133457,284500,292600,315500,328800
"Troup, TX","place",16000US4873724,29219,28500,29474,31696,68500,72400,83100,83500
