geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Brea, CA","place",16000US0608100,79124,81857,83717,85555,522000,530500,550100,579600
"Brentwood, CA","place",16000US0608142,91475,88697,92589,94130,345000,365300,392600,428500
"Bret Harte, CA","place",16000US0608172,29750,28279,28361,30089,57000,65800,67900,78400
"Bridgeport, CA","place",16000US0608240,71667,39118,63750,49776,314500,170000,202100,212500
"Brisbane, CA","place",16000US0608310,78542,80233,88141,91127,603000,609700,638800,699800
"Broadmoor, CA","place",16000US0608338,76250,100109,98750,99512,547900,581400,590600,618400
"Brookdale, CA","place",16000US0608478,90956,84451,73787,66436,569900,573800,627600,621300
"Brooktrails, CA","place",16000US0608530,50086,48097,45254,46636,239300,225600,211800,226900
"Buckhorn, CA","place",16000US0608680,53191,49583,45469,45357,248900,210800,198300,204300
"Buck Meadows, CA","place",16000US0608716,,,,,,,,
"Bucks Lake, CA","place",16000US0608744,,,,,,,,
"Buellton, CA","place",16000US0608758,66076,59695,71667,71932,407800,422700,418600,410200
"Buena Park, CA","place",16000US0608786,66371,68884,70588,70341,393900,401000,419600,448900
"Buena Vista, CA","place",16000US0608828,48594,58419,58472,59500,62700,56100,58600,57800
"Burbank, CA","place",16000US0608954,66240,66111,66076,67317,554700,566700,586200,611000
"Burbank, Santa Clara County, CA","place",16000US0608968,61883,64592,65472,67177,457900,462200,478100,533900
"Burlingame, CA","place",16000US0609066,84854,90890,94500,102443,1000000,1000000,1249600,1447400
"Burney, CA","place",16000US0609122,37069,38214,32105,33750,144700,146100,146200,140000
"Burnt Ranch, CA","place",16000US0609150,51875,55500,56250,55972,238600,233600,242900,260000
"Butte Creek Canyon, CA","place",16000US0609310,66204,75417,52206,87651,348900,346600,379700,436400
"Butte Meadows, CA","place",16000US0609318,,,,,,,,
"Butte Valley, CA","place",16000US0609324,52333,52734,,59432,260000,223400,270100,281900
"Buttonwillow, CA","place",16000US0609332,34732,34274,33889,34352,122300,128600,119900,141700
"Byron, CA","place",16000US0609346,63864,75673,74583,58125,407900,325000,340700,415600
"Bystrom, CA","place",16000US0609353,23750,25543,25402,31311,74000,82000,93600,98000
"Cabazon, CA","place",16000US0609360,33333,40144,35833,33890,62800,71000,79200,134300
"Calabasas, CA","place",16000US0609598,124583,117176,106050,111111,868700,883700,884700,926800
"Calexico, CA","place",16000US0609710,36236,35233,34742,34734,153500,154300,161400,165300
"California City, CA","place",16000US0609780,51131,57660,54245,48776,93600,90600,91700,93000
"California Hot Springs, CA","place",16000US0609822,38875,41250,,,245000,250000,212500,237500
"California Pines, CA","place",16000US0609834,41833,41518,,,256900,137500,89600,
"Calimesa, CA","place",16000US0609864,44034,42392,46025,46070,161800,160500,161600,168700
"Calipatria, CA","place",16000US0609878,33893,30911,31019,34800,85000,91100,93200,93200
"Calistoga, CA","place",16000US0609892,55895,52131,52733,60534,358100,386100,430200,475800
"Callender, CA","place",16000US0609948,77333,75200,75179,80240,704700,662400,684800,696900
"Calpella, CA","place",16000US0609990,50484,44000,53194,53250,248900,287500,,
"Calpine, CA","place",16000US0610004,17472,25938,,,189300,112500,96100,96600
"Calwa, CA","place",16000US0610032,18000,18625,26103,35000,65700,70000,84200,100000
"Camanche North Shore, CA","place",16000US0610042,61750,77375,65231,65565,167500,171900,166800,202900
"Camanche Village, CA","place",16000US0610044,86960,86176,79150,75463,245300,226700,287100,249100
"Camarillo, CA","place",16000US0610046,86287,87120,88152,88125,453400,456500,470200,493800
"Cambria, CA","place",16000US0610074,60581,62948,60858,59657,646400,625300,602100,613500
"Cambrian Park, CA","place",16000US0610088,99483,101406,101618,106037,682800,685600,762500,899400
"Cameron Park, CA","place",16000US0610256,74266,74690,75073,74564,314900,336900,342000,358300
"Camino, CA","place",16000US0610270,68980,72383,71944,74183,303100,316800,314900,345300
"Camino Tassajara, CA","place",16000US0610301,147222,142371,160583,175382,868100,853500,882100,1000400
"Campbell, CA","place",16000US0610345,88300,91269,96906,103704,666900,681300,719400,804500
"Camp Nelson, CA","place",16000US0610494,81607,84107,,,,,,
"Campo, CA","place",16000US0610508,50245,59294,57521,54632,175200,177600,172100,184100
"Camp Pendleton North, CA","place",16000US0610559,41329,37075,39714,38789,,,,
"Camp Pendleton South, CA","place",16000US0610561,49950,43742,41715,42212,,,,
"Camptonville, CA","place",16000US0610676,21771,28750,32125,42500,43800,105400,114100,137500
"Canby, CA","place",16000US0610732,45455,41932,45463,42250,,,,
"Cantua Creek, CA","place",16000US0610816,30698,31181,31806,32368,133300,114800,131300,122800
"Canyondam, CA","place",16000US0610914,,,,,,,,
"Canyon Lake, CA","place",16000US0610928,72956,74682,78556,84015,304900,329900,347100,379400
"Capitola, CA","place",16000US0611040,54064,56607,57458,73935,455900,477200,514000,560500
"Caribou, CA","place",16000US0611166,,,,,,,,
"Carlsbad, CA","place",16000US0611194,83908,87416,90597,97145,614000,626000,645100,674400
"Carmel-by-the-Sea, CA","place",16000US0611250,71719,62460,74758,81607,1000000,1000000,1165200,1226300
"Carmel Valley Village, CA","place",16000US0611324,92500,95444,88516,90813,738000,715200,754600,791300
"Carmet, CA","place",16000US0611376,,,,,,,,
"Carmichael, CA","place",16000US0611390,54101,54598,54322,58300,281000,282400,289900,309300
"Carnelian Bay, CA","place",16000US0611418,62361,72083,83750,94375,491100,481100,497700,521800
"Carpinteria, CA","place",16000US0611446,68375,65467,71174,72901,537900,563400,574600,605200
"Carrick, CA","place",16000US0611481,27083,,,,165300,,,
"Carson, CA","place",16000US0611530,72235,71420,72421,73829,340900,341200,351000,366700
"Cartago, CA","place",16000US0611600,43750,46016,45735,,87700,87200,86500,137500
"Caruthers, CA","place",16000US0611614,49572,44375,43594,44649,191800,190400,189000,175500
"Casa Conejo, CA","place",16000US0611656,87500,89432,91159,96932,430800,431200,431500,468800
"Casa de Oro-Mount Helix, CA","place",16000US0611691,76461,75637,80196,81238,555900,564000,579400,595600
"Casmalia, CA","place",16000US0611754,68281,47031,67679,71607,132800,148200,163200,168800
"Caspar, CA","place",16000US0611768,39833,50000,56103,54766,729800,595300,551100,559300
"Cassel, CA","place",16000US0611782,58426,34600,,32600,195800,219200,230200,218800
"Castaic, CA","place",16000US0611796,103811,105523,104427,107200,402000,404900,414400,435200
"Castle Hill, CA","place",16000US0611915,121466,113952,114784,158125,911600,923200,966400,1030200
"Castro Valley, CA","place",16000US0611964,83211,83442,85596,87204,533600,539200,556400,591600
"Castroville, CA","place",16000US0611978,53580,50000,49654,50949,259300,253600,254900,258400
"Cathedral City, CA","place",16000US0612048,44406,43128,39872,41696,179500,180300,186100,203900
"Catheys Valley, CA","place",16000US0612062,57857,51528,59219,57163,271000,367300,356600,349500
"Cayucos, CA","place",16000US0612132,58971,57863,58175,58365,650000,635500,699500,685900
"Cazadero, CA","place",16000US0612146,48594,43875,41667,41250,380800,353800,352700,382500
"Cedar Ridge, CA","place",16000US0612300,61313,54271,60673,55662,268600,240000,231100,239600
"Cedar Slope, CA","place",16000US0612314,,,,,,,,
"Cedarville, CA","place",16000US0612328,38424,28274,28500,31250,179400,175800,176600,178100
"Centerville, CA","place",16000US0612412,60938,85833,,53750,386700,371100,245000,225000
"Ceres, CA","place",16000US0612524,47306,46132,47858,49518,157100,154100,161200,180200
"Cerritos, CA","place",16000US0612552,89594,91487,90321,95373,592600,596500,605400,620500
"Chalfant, CA","place",16000US0612594,60625,66361,66051,67386,281300,238300,217700,221300
"Challenge-Brownsville, CA","place",16000US0612612,46082,47959,35046,53088,176000,154700,135200,147300
"Channel Islands Beach, CA","place",16000US0612669,72237,90521,96932,101007,768500,729900,695300,705800
"Charter Oak, CA","place",16000US0612734,66087,61946,61620,67375,342400,344300,344400,362500
"Cherokee, CA","place",16000US0612818,82875,36875,,,108700,110500,,151800
"Cherokee Strip, CA","place",16000US0612860,43125,36250,28889,51250,66300,68000,137500,115600
"Cherryland, CA","place",16000US0612902,49265,50374,51071,54719,307700,287300,308800,334500
"Cherry Valley, CA","place",16000US0612916,54929,58080,58383,49777,170500,167800,167200,189100
"Chester, CA","place",16000US0612930,40331,40417,43106,48924,191300,173000,146800,169000
"Chico, CA","place",16000US0613014,43372,42334,42342,43148,266500,263100,263500,270900
"Chilcoot-Vinton, CA","place",16000US0613077,47607,,,,272100,,,66600
"China Lake Acres, CA","place",16000US0613157,30250,21970,23750,38229,72500,63700,70700,76300
"Chinese Camp, CA","place",16000US0613182,46250,24722,,,342300,325000,328100,313200
"Chino, CA","place",16000US0613210,71466,72554,72872,72832,330900,337200,348400,365500
"Chino Hills, CA","place",16000US0613214,96497,97609,96914,97222,476200,489700,507500,537800
"Chowchilla, CA","place",16000US0613294,37466,36852,34559,35903,138600,132800,146600,152900
"Chualar, CA","place",16000US0613364,64167,58036,57679,54306,178400,186900,218500,223000
"Chula Vista, CA","place",16000US0613392,64801,66110,65185,66956,351500,359500,375700,402000
"Citrus, CA","place",16000US0613560,59919,58626,60553,63318,309000,309200,331300,346600
"Citrus Heights, CA","place",16000US0613588,52183,51150,50047,51715,190200,191100,199200,218200
"Claremont, CA","place",16000US0613756,87324,89648,88523,94005,533600,539800,558400,581100
"Clarksburg, CA","place",16000US0613784,56979,49783,69083,74435,391100,406900,441200,357900
"Clay, CA","place",16000US0613854,104609,76184,72500,67305,335600,331600,361200,397000
"Clayton, CA","place",16000US0613882,127159,131136,131563,136946,584700,583300,600400,629200
"Clear Creek, CA","place",16000US0613910,33542,33021,21771,,165600,161100,156900,162500
"Clearlake, CA","place",16000US0613945,25061,25532,25404,25426,95100,88500,85100,84200
"Clearlake Oaks, CA","place",16000US0613966,28898,27500,27552,29280,161900,153400,140300,130600
"Clearlake Riviera, CA","place",16000US0613985,48781,43167,44637,41731,157000,146900,141300,147400
"Cleone, CA","place",16000US0614008,58889,62632,40714,39444,472500,404800,,
"Clio, CA","place",16000US0614106,25250,75313,,,,252800,253100,
"Clipper Mills, CA","place",16000US0614148,,,,,,,,
"Cloverdale, CA","place",16000US0614190,58294,59120,63917,64144,328800,319200,326400,355200
"Clovis, CA","place",16000US0614218,65260,63662,62666,64640,247000,247400,247700,263500
"Clyde, CA","place",16000US0614232,75795,41382,,,289100,282600,310500,330900
"Coachella, CA","place",16000US0614260,40965,40423,37497,36124,137600,143600,151700,161400
"Coalinga, CA","place",16000US0614274,46500,50373,51860,51265,149600,157200,154600,153000
"Coarsegold, CA","place",16000US0614288,32277,30216,,37500,163700,148800,126800,147700
"Cobb, CA","place",16000US0614302,70847,71641,80545,80726,184200,189700,190800,211900
"Coffee Creek, CA","place",16000US0614406,56042,58889,54500,51250,372200,376900,364700,357700
"Cohasset, CA","place",16000US0614442,57944,55595,57292,60902,307100,186500,227000,229900
"Cold Springs, CA","place",16000US0614450,82708,49150,49886,57250,254200,189200,216700,197200
"Cold Springs, Tuolumne County, CA","place",16000US0614454,34583,34963,33929,39417,291700,292600,271400,
"Coleville, CA","place",16000US0614484,47404,45147,40278,,,,,
"Colfax, CA","place",16000US0614498,47175,46902,48015,44004,202700,187000,195300,182800
"College City, CA","place",16000US0614554,60481,97727,66607,73214,209600,192200,201100,197200
"Collierville, CA","place",16000US0614708,60469,51595,49375,49841,362500,308500,310000,322500
"Colma, CA","place",16000US0614736,87060,88438,77337,92589,540600,540500,568000,587700
"Coloma, CA","place",16000US0614764,79420,65426,77833,77424,239300,296300,411700,408200
"Colton, CA","place",16000US0614890,39604,39915,41565,43966,158700,161000,167300,189500
"Columbia, CA","place",16000US0614904,42857,40313,39487,43250,182900,187200,192300,189500
"Colusa, CA","place",16000US0614946,49487,45959,47607,48877,167900,149700,188400,194900
"Commerce, CA","place",16000US0614974,48729,45846,45341,42235,325300,322100,332800,343200
"Comptche, CA","place",16000US0615030,27232,83750,,,575000,790000,782600,
"Compton, CA","place",16000US0615044,42953,43230,43507,45406,237800,233400,243500,264300
"Concord, CA","place",16000US0616000,65798,67122,68318,71477,356500,368900,389000,423100
"Concow, CA","place",16000US0616035,29886,34773,38319,38393,126800,103100,217100,198900
"Contra Costa Centre, CA","place",16000US0616090,85202,87721,91218,92906,396900,443200,467000,506500
"Copperopolis, CA","place",16000US0616210,57347,56831,60568,65500,231500,215000,216500,222900
"Corcoran, CA","place",16000US0616224,32914,34082,31831,35531,123400,113500,107000,111700
"Corning, CA","place",16000US0616322,42590,36906,31667,31333,157100,145400,144300,155300
"Corona, CA","place",16000US0616350,77123,77021,74149,72309,324600,335000,351900,378500
"Coronado, CA","place",16000US0616378,91103,90876,90256,92413,1000000,1000000,1301100,1332500
"Coronita, CA","place",16000US0616420,76713,78304,75842,83875,293400,302200,326300,343700
"Corralitos, CA","place",16000US0616434,83787,84466,83750,115244,643000,582600,703800,758400
"Corte Madera, CA","place",16000US0616462,107193,113279,122868,125915,878000,912800,985900,1061700
"Costa Mesa, CA","place",16000US0616532,65830,66491,66459,70438,580700,586800,606900,637200
"Cotati, CA","place",16000US0616560,62849,59808,61737,64754,363600,373000,410300,429700
"Coto de Caza, CA","place",16000US0616580,163657,166328,162589,165046,874500,879300,882500,911600
"Cottonwood, CA","place",16000US0616630,45241,42660,39085,38556,148200,145600,143900,159900
"Coultervillle, CA","place",16000US0616644,45104,45000,,,519200,450000,531300,
"Country Club, CA","place",16000US0616651,44519,43323,44106,43964,128400,126100,127500,139000
"Courtland, CA","place",16000US0616714,59167,58472,,76528,336400,326000,240400,309600
"Covelo, CA","place",16000US0616728,26458,26389,30458,30380,201400,177200,233700,232900
"Covina, CA","place",16000US0616742,66726,64496,64813,65451,371000,373700,387500,415300
"Cowan, CA","place",16000US0616762,39563,37656,33438,,127500,132300,110800,89200
"Crescent City, CA","place",16000US0617022,29700,27885,27622,27569,149400,153300,131900,120400
"Crescent Mills, CA","place",16000US0617050,31413,31655,,,,,228800,225000
"Cressey, CA","place",16000US0617078,58333,53214,50625,53229,166700,121600,209200,211900
"Crest, CA","place",16000US0617106,75429,74115,68816,70150,355900,343100,343000,355300
"Crestline, CA","place",16000US0617162,48050,47175,49668,49986,194600,178200,178000,191400
"Creston, CA","place",16000US0617232,90156,83523,,,,,,445500
"C-Road, CA","place",16000US0617267,75208,78796,,80500,404400,403200,294300,317600
"Crockett, CA","place",16000US0617274,83716,81667,77250,78750,361800,357900,381500,420200
"Cromberg, CA","place",16000US0617288,31111,32188,25417,35417,303600,250000,198500,205400
"Crowley Lake, CA","place",16000US0617372,88324,88500,89097,76250,430000,471000,552200,533200
"Crows Landing, CA","place",16000US0617428,29141,29018,30000,26786,217900,122900,,112500
"Cudahy, CA","place",16000US0617498,38267,37759,36429,39058,206400,227100,248000,285900
"Culver City, CA","place",16000US0617568,77333,79292,81189,82000,609600,618000,632000,675800
"Cupertino, CA","place",16000US0617610,129976,134872,141953,147929,1000000,1000000,1140200,1214300
"Cutler, CA","place",16000US0617708,26019,18346,29718,29655,127900,113400,102100,95000
"Cutten, CA","place",16000US0617722,56676,55080,52798,44914,312400,300000,307200,299100
"Cuyama, CA","place",16000US0617727,28250,27188,27159,26346,,114600,113400,
"Cypress, CA","place",16000US0617750,78364,83819,81738,84469,496600,500100,507100,540900
"Daly City, CA","place",16000US0617918,74436,74489,74449,79346,552700,564000,580500,611800
"Dana Point, CA","place",16000US0617946,80133,84404,84411,83913,707600,710000,734300,780300
"Danville, CA","place",16000US0617988,136116,140616,140809,146603,827600,852400,881200,919500
"Daphnedale Park, CA","place",16000US0617995,,,,49083,,,,
"Darwin, CA","place",16000US0618030,,,,,,,,
"Davenport, CA","place",16000US0618086,77500,67031,60625,55000,622500,583300,566200,627900
"Davis, CA","place",16000US0618100,60114,57454,56463,57683,529300,532800,537500,565700
"Day Valley, CA","place",16000US0618153,76116,73393,75313,80227,800800,769200,788900,788400
"Deer Park, CA","place",16000US0618324,108417,97266,96058,69821,855600,1000000,1057200,1163100
"Del Aire, CA","place",16000US0618352,80833,79943,74573,77170,444100,454600,467100,484500
"Delano, CA","place",16000US0618394,35122,36244,35933,36265,140100,143500,147700,160700
"Delft Colony, CA","place",16000US0618450,7688,8456,6917,,,,,
"Delhi, CA","place",16000US0618464,48053,46224,49716,48740,134300,133000,139400,152500
"Delleker, CA","place",16000US0618485,33750,30878,,30855,193200,218400,212500,
"Del Mar, CA","place",16000US0618506,107457,103457,107013,108556,1000000,1000000,1945700,2000000
"Del Monte Forest, CA","place",16000US0618590,100268,102396,98646,105208,945200,905900,987200,1045900
"Del Rey, CA","place",16000US0618674,31219,31222,23616,25809,207100,122300,204200,186400
"Del Rey Oaks, CA","place",16000US0618688,85114,101250,86250,86806,495500,473400,468600,480100
"Del Rio, CA","place",16000US0618695,104276,102679,103966,122331,666500,664900,681600,713100
"Denair, CA","place",16000US0618856,64028,63136,58802,58431,171000,167300,165400,226800
"Derby Acres, CA","place",16000US0618926,59464,34792,36563,51875,106300,88200,104500,105000
"Descanso, CA","place",16000US0618940,53611,59115,68750,78750,245400,248100,293300,306600
"Desert Center, CA","place",16000US0618982,27031,55750,55139,57679,92500,111300,112500,109400
"Desert Edge, CA","place",16000US0618986,35089,30579,31261,25794,35500,35700,38700,33600
"Desert Hot Springs, CA","place",16000US0618996,32473,33575,33027,34059,121600,125500,125500,143300
"Desert Palms, CA","place",16000US0619022,56979,56108,56766,55052,364600,357100,353600,353300
"Desert Shores, CA","place",16000US0619024,27461,30735,29625,32733,93200,56400,52300,56300
"Desert View Highlands, CA","place",16000US0619052,44889,62946,45268,48750,148800,140400,178500,174000
"Diablo, CA","place",16000US0619150,224036,167188,199926,169211,1000000,1000000,1101100,1486100
"Diablo Grande, CA","place",16000US0619155,95461,92880,93839,100000,226000,210200,226500,270000
"Diamond Bar, CA","place",16000US0619192,88422,90901,89221,89845,521900,533700,562100,593100
"Diamond Springs, CA","place",16000US0619220,50848,52483,53079,57978,234500,235100,236100,254000
"Dillon Beach, CA","place",16000US0619262,45139,44417,45139,77857,478600,471400,835900,831500
"Dinuba, CA","place",16000US0619318,39328,38509,36860,38008,148600,142700,149900,157000
"Discovery Bay, CA","place",16000US0619339,111508,112063,106529,106367,375200,386500,402300,462500
"Dixon, CA","place",16000US0619402,72522,66818,72188,72383,278600,264800,277000,300500
"Dixon Lane-Meadow Creek, CA","place",16000US0619406,51827,44792,47440,48611,56300,55200,68800,50900
"Dobbins, CA","place",16000US0619416,34821,35469,,31397,,208600,225000,275000
"Dogtown, CA","place",16000US0619440,61909,68281,73333,75000,415000,425700,434700,427900
"Dollar Point, CA","place",16000US0619455,67629,68892,68967,69265,468200,459500,439500,514200
"Dorrington, CA","place",16000US0619570,41164,81477,,39464,281400,279500,298300,303500
"Dorris, CA","place",16000US0619584,29656,30179,28977,28963,103500,103400,97600,103200
"Dos Palos, CA","place",16000US0619612,33898,33700,33608,36509,87700,89400,96300,100100
"Dos Palos Y, CA","place",16000US0619654,40357,17708,19219,16656,250000,189600,188500,166500
"Douglas City, CA","place",16000US0619724,31012,31645,31776,34808,277800,266700,234700,228100
"Downey, CA","place",16000US0619766,60939,60374,62897,65332,409800,413400,424900,449900
"Downieville, CA","place",16000US0619794,51750,54196,,43125,350000,240600,224100,235000
"Doyle, CA","place",16000US0619878,29766,21950,20926,28393,159400,160700,155700,159800
"Drytown, CA","place",16000US0619976,73555,77188,108333,,342000,405600,347900,341400
"Duarte, CA","place",16000US0619990,62250,62186,62089,65571,362600,364500,374600,385600
"Dublin, CA","place",16000US0620018,115236,114699,118773,128403,564900,588100,632200,693900
"Ducor, CA","place",16000US0620032,29167,28036,29313,30288,95000,78800,79500,93000
"Dunnigan, CA","place",16000US0620228,73466,63875,47898,49700,56700,51100,41000,82200
"Dunsmuir, CA","place",16000US0620242,36645,29464,24770,32557,170900,161300,155500,152100
"Durham, CA","place",16000US0620270,65033,69323,70374,71856,394000,386600,369800,374500
"Dustin Acres, CA","place",16000US0620284,47763,48269,59423,58403,123100,88900,105900,113300
"Dutch Flat, CA","place",16000US0620298,52976,54000,53512,46750,284400,290400,276900,234100
"Eagleville, CA","place",16000US0620424,25938,28333,,70500,101400,104700,,
"Earlimart, CA","place",16000US0620438,26208,24968,23803,23561,116100,117800,111800,116100
"East Foothills, CA","place",16000US0620598,111591,120881,125037,144479,616600,632800,662800,704500
"East Hemet, CA","place",16000US0620697,51266,45374,48513,49831,153500,146900,155300,170400
"East Los Angeles, CA","place",16000US0620802,37982,39103,38766,41193,288900,291700,306700,324200
"East Nicolaus, CA","place",16000US0620900,34554,42566,27292,27083,110900,152500,300000,254200
"East Oakdale, CA","place",16000US0620907,94226,84018,102462,108292,460600,448100,462900,496500
"Easton, CA","place",16000US0620928,47813,58813,54345,54716,174000,161200,153100,162300
"East Orosi, CA","place",16000US0620942,29286,29000,34896,32313,157400,158200,156300,155000
"East Palo Alto, CA","place",16000US0620956,50142,52716,52012,55170,378800,386100,417800,515900
"East Pasadena, CA","place",16000US0620984,71151,76019,76523,90339,621700,651400,666800,683100
"East Porterville, CA","place",16000US0621012,30336,31900,32162,32715,97200,107800,144900,134800
"East Quincy, CA","place",16000US0621026,45417,51045,47346,46809,201000,205500,199200,206200
"East Rancho Dominguez, CA","place",16000US0621034,44727,44964,44127,45854,238800,243600,255400,277800
"East Richmond Heights, CA","place",16000US0621061,69682,68185,65438,70299,365000,379000,377000,407700
"East San Gabriel, CA","place",16000US0621096,72734,72500,65833,70339,600900,624100,642500,662700
"East Shore, CA","place",16000US0621138,149643,80625,60625,61000,212500,217600,327300,258300
"East Sonora, CA","place",16000US0621188,41075,43484,40640,39583,207900,173700,227300,246900
"East Tulare Villa, CA","place",16000US0621210,46250,45446,50163,52083,145600,158600,162500,135400
"Eastvale, CA","place",16000US0621230,107445,109783,110927,104940,388100,408000,429500,460100
"East Whittier, CA","place",16000US0621292,68110,66377,69006,69676,391500,398500,424100,439000
"Edgewood, CA","place",16000US0621530,34375,34375,,78333,137500,,,
"Edmundson Acres, CA","place",16000US0621558,35833,35000,38750,45000,107500,82500,96300,92800
"Edna, CA","place",16000US0621565,75515,75294,75486,68125,687500,678600,1022700,690800
"Edwards AFB, CA","place",16000US0621600,64412,63162,59554,59706,,,,
"El Cajon, CA","place",16000US0621712,44112,45957,45925,46374,314800,333700,345800,369000
"El Centro, CA","place",16000US0621782,42166,41677,40517,41849,149200,147100,154500,164900
"El Cerrito, CA","place",16000US0621796,85481,88380,88737,92670,573700,589100,608400,636600
"El Cerrito, Riverside County, CA","place",16000US0621810,60917,60987,60625,67857,329100,339800,353200,369500
"El Dorado Hills, CA","place",16000US0621880,119025,118306,119452,125489,469700,472000,488700,536700
"Eldridge, CA","place",16000US0621894,54924,54355,54506,84861,401600,375200,367800,607600
"El Granada, CA","place",16000US0621936,109914,110000,110434,125896,810500,790200,797100,857900
"Elizabeth Lake, CA","place",16000US0621964,67614,56806,56071,54349,238300,220600,204300,221800
"Elk Creek, CA","place",16000US0622006,41500,42500,38750,39167,88000,110400,119300,155000
"Elk Grove, CA","place",16000US0622020,77791,79051,79487,83141,263400,269600,288400,317500
"Elkhorn, CA","place",16000US0622034,83864,84758,90179,103750,388000,430900,391200,442400
"Elmira, CA","place",16000US0622146,75511,71793,70298,60833,,,,
"El Monte, CA","place",16000US0622230,39535,38906,38085,40654,345200,349000,357800,374900
"El Nido, CA","place",16000US0622286,32100,30956,32344,31957,78100,102500,,
"El Paso de Robles (Paso Robles), CA","place",16000US0622300,58976,59978,60449,61682,347200,350400,361900,388800
"El Portal, CA","place",16000US0622328,100913,102872,100964,96696,367400,361500,405000,411400
"El Rancho, CA","place",16000US0622360,,,,,,,,
"El Rio, CA","place",16000US0622370,60318,59179,62361,62542,275900,276900,298000,318300
"El Segundo, CA","place",16000US0622412,84341,84004,85727,91623,736500,762000,784800,828300
"El Sobrante, Contra Costa County, CA","place",16000US0622454,60849,60732,61538,67175,315600,291800,302500,350400
"El Sobrante, CA","place",16000US0622457,105133,99080,99361,106219,386700,391100,417000,449100
"El Verano, CA","place",16000US0622510,45906,50811,57823,74870,414100,426400,441700,467800
"Elverta, CA","place",16000US0622524,59659,60718,60096,54744,174100,176200,199500,234400
"Emerald Lake Hills, CA","place",16000US0622587,159663,166063,164643,171522,1000000,1000000,1299000,1376700
"Emeryville, CA","place",16000US0622594,65000,69329,77806,74295,296000,317200,327700,396900
"Empire, CA","place",16000US0622622,30359,31446,32071,35519,100200,97800,104800,119900
"Encinitas, CA","place",16000US0622678,91795,92564,95149,100698,695200,720800,755400,820400
"Escalon, CA","place",16000US0622790,55875,57971,52125,65258,219400,217800,231000,256800
"Escondido, CA","place",16000US0622804,49362,49409,50899,54268,324600,335900,346000,368500
"Esparto, CA","place",16000US0622846,64000,64844,66118,61607,209800,209400,208500,212400
"Etna, CA","place",16000US0622972,29145,26711,30688,36548,160900,153400,145700,154600
"Eucalyptus Hills, CA","place",16000US0623000,75432,71861,80234,80819,380300,365400,401400,446600
"Eureka, CA","place",16000US0623042,36618,38007,37094,39063,241400,240900,238100,241700
"Exeter, CA","place",16000US0623126,39063,41341,41309,42590,159700,159500,165300,175000
"Fairbanks Ranch, CA","place",16000US0623150,115885,119228,132740,134250,1000000,1000000,2000000,2000000
"Fairfax, CA","place",16000US0623168,88043,93354,91607,99438,668600,681000,697700,733800
"Fairfield, CA","place",16000US0623182,64702,66190,67364,69396,263500,262400,279600,305400
"Fairhaven, CA","county",16000US0623196,,,53750,53500,,,225000,300000
"Fairmead, CA","place",16000US0623210,38750,31058,31641,31773,165600,206300,280800,450000
"Fair Oaks, CA","place",16000US0623294,73995,73295,73115,73718,364500,350000,366600,385800
"Fairview, CA","place",16000US0623350,91220,90365,96678,91071,419400,428300,466400,492400
"Fallbrook, CA","place",16000US0623462,55396,51765,52083,53106,371000,384100,397400,429000
"Fall River Mills, CA","place",16000US0623532,33854,32824,31367,,174500,256500,255200,
"Farmersville, CA","place",16000US0623616,32384,32455,33548,33689,105100,105500,114500,124400
"Farmington, CA","place",16000US0623630,46111,19886,,,239300,231800,236600,
"Fellows, CA","place",16000US0623812,61000,63250,75625,75417,34400,35000,40000,41700
"Felton, CA","place",16000US0623826,76821,75550,71763,95260,491300,487200,488000,512400
"Ferndale, CA","place",16000US0623910,43333,45948,43548,41042,352900,357400,349100,352900
"Fetters Hot Springs-Agua Caliente, CA","place",16000US0623973,60795,58232,57662,53107,517500,402100,408500,421000
"Fiddletown, CA","place",16000US0623980,48359,42500,50750,61827,,,,
"Fieldbrook, CA","place",16000US0624008,61471,62750,64750,61500,405400,404500,404800,423600
"Fields Landing, CA","place",16000US0624022,,16537,,,,,,
"Fillmore, CA","place",16000US0624092,55186,54519,56239,55512,305000,299100,306300,320600
"Firebaugh, CA","place",16000US0624134,35000,31312,39150,36181,117200,106900,121600,122400
"Fish Camp, CA","place",16000US0624218,,,23578,,,,,
"Florence-Graham, CA","place",16000US0624477,35543,33992,33934,34738,243000,238400,255400,267800
"Florin, CA","place",16000US0624498,41343,40183,39998,39231,142300,143800,150800,165000
"Floriston, CA","place",16000US0624526,78750,56607,,34297,375000,217300,201800,187500
"Flournoy, CA","place",16000US0624568,62500,58500,55625,39063,291700,292900,338900,425000
"Folsom, CA","place",16000US0624638,98359,100163,100978,102692,385000,393600,409400,433300
"Fontana, CA","place",16000US0624680,64354,64995,64824,65995,243900,253700,268100,289400
"Foothill Farms, CA","place",16000US0624722,45432,44590,44512,44871,161400,158600,162200,171300
"Forbestown, CA","place",16000US0624750,63851,63676,,,156000,141700,29800,
"Ford City, CA","place",16000US0624764,37171,32134,31112,32441,90500,94900,95800,95300
"Foresthill, CA","place",16000US0624834,46685,34821,24755,,255700,213900,205300,220800
"Forest Meadows, CA","place",16000US0624897,84917,70484,59306,62857,367300,344400,312200,323800
